Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
SBSTC-BURDWAN - KOLKATA - 13:30 (BWN DEPOT) - 27,Non AC Seater (2+3),13:30,15:30,02h 00m,INR 95,"47 Seats available
18 Window","3.3
32",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
SBSTC-BURDWAN - KARUNAMOYEE - 13:30 (BWN DEPOT) - 55,Non AC Seater (2+3),13:30,16:00,02h 30m,INR 100,"42 Seats available
14 Window","4.3
89",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
SBSTC-BURDWAN - KARUNAMOYEE - 14:10 (BWN DEPOT) - 56,Non AC Seater (2+3),14:10,16:40,02h 30m,INR 100,"40 Seats available
15 Window","4.4
114",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
SBSTC-BURDWAN - KOLKATA - 14:30 (BWN DEPOT) - 30,Non AC Seater (2+3),14:30,16:30,02h 00m,INR 95,"45 Seats available
16 Window","3.8
50",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
SBSTC-BURDWAN - KOLKATA - A/C - 15:00 (BWN DEPOT) - 32,AC Seater (2+2),15:00,17:00,02h 00m,INR 180,"33 Seats available
16 Window","4.5
8",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
SBSTC-BURDWAN - KARUNAMOYEE - 15:10 (BWN DEPOT) - 57,Non AC Seater (2+3),15:10,17:40,02h 30m,INR 100,"32 Seats available
10 Window","4.4
131",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
SBSTC-BURDWAN - KOLKATA - 15:25 (BWN DEPOT) - 33,Non AC Seater (2+3),15:25,17:25,02h 00m,INR 95,"51 Seats available
19 Window","3.6
71",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
SBSTC-BURDWAN - KARUNAMOYEE - A/C - 15:45 (BWN DEPOT) - 1673,AC Seater (2+2),15:45,18:15,02h 30m,INR 200,"14 Seats available
6 Window","4.3
158",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
SBSTC-BURDWAN - KOLKATA - 16:00 (BWN DEPOT) - 39,Non AC Seater (2+3),16:00,18:00,02h 00m,INR 95,"40 Seats available
13 Window","4.0
42",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
SBSTC-BURDWAN - KARUNAMOYEE - 16:10 (BWN DEPOT) - 58,Non AC Seater (2+3),16:10,18:40,02h 30m,INR 100,"40 Seats available
13 Window","4.3
153",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
Greenline (Karunamoyee),Volvo A/C B11R Multi Axle Semi Sleeper (2+2),13:00,15:50,02h 50m,INR 429,"14 Seats available
4 Window","3.7
16",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),14:00,16:45,02h 45m,INR 429,8 Seats available,"4.5
60",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),14:05,16:45,02h 40m,INR 429,23 Seats available,"4.6
31",https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
Greenline (Karunamoyee),Volvo A/C Seater (2+2),14:10,17:10,03h 00m,INR 429,"31 Seats available
15 Window",4.1,https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
Greenline,Volvo A/C Seater (2+2),14:25,17:20,02h 55m,INR 429,"31 Seats available
15 Window",4.1,https://www.redbus.in/bus-tickets/burdwan-to-kolkata,Burdwan to Kolkata
SBSTC-KARUNAMOYEE - BURDWAN - 13:30 (BWN DEPOT) - 114,Non AC Seater (2+3),13:30,15:30,02h 00m,INR 100,"52 Seats available
20 Window","3.7
31",https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
SBSTC-KOLKATA - BURDWAN - 14:00 (BWN DEPOT) - 83,Non AC Seater (2+3),14:00,16:00,02h 00m,INR 95,"49 Seats available
19 Window","4.1
21",https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
SBSTC-KARUNAMOYEE - BURDWAN - 14:00 (BWN DEPOT) - 457,Non AC Seater (2+3),14:00,16:00,02h 00m,INR 100,"45 Seats available
14 Window","3.9
79",https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
SBSTC-KOLKATA - RAMPURHAT - VIA - TARAPITH - 14:00 - 2912,Non AC Seater (2+3),14:00,16:00,02h 00m,INR 95,"51 Seats available
20 Window","1.4
9",https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
SBSTC-KOLKATA - CHAKTA - 14:15 (KALNA DEPOT) - 1060,Non AC Seater (2+3),14:15,16:15,02h 00m,INR 95,"52 Seats available
20 Window",3.8,https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
Greenline,Volvo A/C Seater (2+2),13:15,15:05,01h 50m,INR 429,"20 Seats available
9 Window","4.1
5",https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),13:15,15:30,02h 15m,INR 429,28 Seats available,"4.2
22",https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),14:00,16:20,02h 20m,INR 429,28 Seats available,"4.7
34",https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),14:00,16:00,02h 00m,INR 429,30 Seats available,"3.3
15",https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
Greenline (Karunamoyee),Scania Multi-Axle AC Semi Sleeper (2+2),14:10,16:40,02h 30m,INR 429,"31 Seats available
13 Window","4.4
13",https://www.redbus.in/bus-tickets/kolkata-to-burdwan,Kolkata to Burdwan
SBSTC-ASANSOL - KOLKATA - L/S - 12:35 (HOWRAH DEPOT) - 205,Non AC Seater (2+3),13:40,17:10,03h 30m,INR 150,"45 Seats available
15 Window","2.8
20",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur (West Bengal) to Kolkata
SBSTC-BANKURA - KARUNAMOYEE - 12:00 (BNK DEPOT) - 857,Non AC Seater (2+3),13:50,17:50,04h 00m,INR 155,"37 Seats available
9 Window","4.0
81",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur (West Bengal) to Kolkata
SBSTC-DURGAPUR - HABRA - VIA - DUNLOP - 14:05 (DGP DEPOT - 243,Non AC Seater (2+3),14:05,17:35,03h 30m,INR 155,"50 Seats available
19 Window","3.7
19",https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur (West Bengal) to Kolkata
SBSTC-ASANSOL - KOLKATA - 13:05 (ASANSOL DEPOT) - 141,,14:15,17:45,03h 30m,INR 150,,4.1,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur (West Bengal) to Kolkata
,,,,,,,,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur (West Bengal) to Kolkata
,,,,,,,,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur (West Bengal) to Kolkata
,,,,,,,,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur (West Bengal) to Kolkata
,,,,,,,,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur (West Bengal) to Kolkata
,,,,,,,,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur (West Bengal) to Kolkata
,,,,,,,,https://www.redbus.in/bus-tickets/durgapur-to-kolkata,Durgapur (West Bengal) to Kolkata
SBSTC-KOLKATA - HALDIA - SPL - 14:05 (Haldia Depot) - 3015,Non AC Seater (2+3),14:05,17:05,03h 00m,INR 110,"48 Seats available
18 Window","4.4
7",https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
SBSTC-KOLKATA - HALDIA - A/C - 14:30 (Haldia Depot) - 980,AC Seater (2+2),14:30,17:30,03h 00m,INR 210,"35 Seats available
17 Window","4.0
137",https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
SBSTC-KOLKATA - HALDIA - NON STOP - 15:30 (HALDIA DEPOT) - 569,Non AC Seater (2+3),15:30,18:30,03h 00m,INR 135,"48 Seats available
17 Window","4.5
62",https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
SBSTC-KOLKATA - HALDIA - A/C - 16:05 (Haldia Depot) - 1527,,16:05,19:05,03h 00m,INR 210,29 Seats available,2.2,https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
,,,,,,,,https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
,,,,,,,,https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
,,,,,,,,https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
,,,,,,,,https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
,,,,,,,,https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
,,,,,,,,https://www.redbus.in/bus-tickets/kolkata-to-haldia,Kolkata to Haldia
SBSTC-HALDIA - KOLKATA - ALL STOP - 13:30 (Haldia Depot) - 629,Non AC Seater (2+3),13:30,16:30,03h 00m,INR 110,"40 Seats available
13 Window","4.4
82",https://www.redbus.in/bus-tickets/haldia-to-kolkata,Haldia to Kolkata
SBSTC-HALDIA - KOLKATA - 14:00 (Haldia Depot) - 640,Non AC Seater (2+3),14:00,17:00,03h 00m,INR 110,"39 Seats available
11 Window","4.3
139",https://www.redbus.in/bus-tickets/haldia-to-kolkata,Haldia to Kolkata
SBSTC-HALDIA - KOLKATA - 15:00 (Haldia Depot) - 641,Non AC Seater (2+3),15:00,18:00,03h 00m,INR 110,"31 Seats available
6 Window","4.2
178",https://www.redbus.in/bus-tickets/haldia-to-kolkata,Haldia to Kolkata
SBSTC-HALDIA - KOLKATA - 16:05 (HALDIA DEPOT) - 1328,,16:05,19:05,03h 00m,INR 110,"31 Seats available
7 Window","3.8
189",https://www.redbus.in/bus-tickets/haldia-to-kolkata,Haldia to Kolkata
,,,,,,,,https://www.redbus.in/bus-tickets/haldia-to-kolkata,Haldia to Kolkata
,,,,,,,,https://www.redbus.in/bus-tickets/haldia-to-kolkata,Haldia to Kolkata
SBSTC-KOLKATA - ASANSOL - 13:15 (ASANSOL DEPOT) - 767,Non AC Seater (2+3),13:15,16:45,03h 30m,INR 150,"52 Seats available
20 Window","3.8
7",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
SBSTC-KARUNAMOYEE - ASANSOL - 13:30 (ASN DEPOT) - 246,Non AC Seater (2+3),13:30,17:15,03h 45m,INR 155,"45 Seats available
16 Window","3.7
40",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
SBSTC-HALDIA - ASANSOL - VIA - KOLKATA - 09:30 (HLD DEPO - 1763,,13:45,17:15,03h 30m,INR 150,"52 Seats available
20 Window","3.8
6",https://www.redbus.in/bus-tickets/kolkata-to-durgapur,Kolkata to Durgapur (West Bengal)
