Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
,,,,,,,,https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
HRTC - 724,Ordinary 3+2 Non AC Seater,14:20,23:55,09h 35m,INR 567,"37 Seats available
13 Window",3.9,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
HRTC - 707,A/C Executive (2+3),14:58,01:20,10h 22m,INR 580,"42 Seats available
15 Window","1.8
5",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
HRTC - 776,,15:24,23:30,08h 06m,INR 565,37 Seats available,1.7,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
HRTC - 2030250,Ordinary 3+2 Non AC Seater,16:30,22:30,06h 00m,INR 546,"24 Seats available
5 Window","3.0
7",https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
HRTC - 514,Ordinary 3+2 Non AC Seater,17:40,04:00,10h 20m,INR 567,"37 Seats available
13 Window",3.9,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
HRTC - 1507,Ordinary 3+2 Non AC Seater,18:40,03:00,08h 20m,INR 560,"37 Seats available
13 Window",3.9,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
,,,,,,,,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
,,,,,,,,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
,,,,,,,,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
,,,,,,,,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
,,,,,,,,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
,,,,,,,,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
,,,,,,,,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
HRTC - 521,Ordinary 3+2 Non AC Seater,16:40,07:00,14h 20m,INR 820,"37 Seats available
13 Window","2.6
7",https://www.redbus.in/bus-tickets/delhi-to-manali,Delhi to Manali
HRTC - 502,Himsuta AC Seater Volvo/Scania 2+2,17:30,06:00,12h 30m,INR 1446,"35 Seats available
17 Window","4.1
29",https://www.redbus.in/bus-tickets/delhi-to-manali,Delhi to Manali
HRTC - 586,,17:40,08:00,14h 20m,INR 820,,1.9,https://www.redbus.in/bus-tickets/delhi-to-manali,Delhi to Manali
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-manali,Delhi to Manali
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-manali,Delhi to Manali
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-manali,Delhi to Manali
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-manali,Delhi to Manali
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-manali,Delhi to Manali
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-manali,Delhi to Manali
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-manali,Delhi to Manali
HRTC - 620,Ordinary 3+2 Non AC Seater,15:10,20:40,05h 30m,INR 339,"36 Seats available
12 Window","4.1
8",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
HRTC - 603,Ordinary 3+2 Non AC Seater,16:40,23:10,06h 30m,INR 348,"36 Seats available
12 Window","4.1
4",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
HRTC - 401270,Ordinary 3+2 Non AC Seater,17:05,21:05,04h 00m,INR 295,"34 Seats available
10 Window",3.9,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
HRTC - 602,,17:20,23:00,05h 40m,INR 309,,3.9,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
HRTC - 416,Ordinary 3+2 Non AC Seater,17:10,04:15,11h 05m,INR 604,"37 Seats available
13 Window","4.6
6",https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
HRTC - 587,Ordinary 3+2 Non AC Seater,18:25,03:30,09h 05m,INR 540,"26 Seats available
6 Window","3.6
14",https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
HRTC - 562,Ordinary 3+2 Non AC Seater,15:15,21:10,05h 55m,INR 285,"37 Seats available
13 Window",3.9,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
HRTC - 521,Ordinary 3+2 Non AC Seater,16:40,22:20,05h 40m,INR 265,"27 Seats available
8 Window",3.9,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
HRTC - 525,Ordinary 3+2 Non AC Seater,16:50,22:40,05h 50m,INR 270,"27 Seats available
9 Window",3.9,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
HRTC - 724,Ordinary 3+2 Non AC Seater,14:20,05:30,15h 10m,INR 827,"37 Seats available
13 Window",3.7,https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
HRTC - 776,Ordinary 3+2 Non AC Seater,15:24,05:00,13h 36m,INR 825,"37 Seats available
13 Window","2.3
5",https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
HRTC - 603,Ordinary 3+2 Non AC Seater,16:40,05:00,12h 20m,INR 613,"37 Seats available
13 Window","4.4
23",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
HRTC - 602,Ordinary 3+2 Non AC Seater,17:20,04:00,10h 40m,INR 574,"33 Seats available
11 Window","4.4
21",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
HRTC - 601,Himmani Deluxe 2+2 Non AC Seater,18:30,03:30,09h 00m,INR 608,"16 Seats available
2 Single","3.7
43",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
HRTC - 528,A/C Executive (2+3),17:31,07:00,13h 29m,INR 844,"44 Seats available
16 Window","2.9
32",https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Delhi to Dharamshala (Himachal Pradesh)
HRTC - 539,Himmani Deluxe 2+2 Non AC Seater,18:50,07:15,12h 25m,INR 779,"25 Seats available
5 Single","2.8
7",https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Delhi to Dharamshala (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Delhi to Dharamshala (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Delhi to Dharamshala (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Delhi to Dharamshala (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Delhi to Dharamshala (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Delhi to Dharamshala (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Delhi to Dharamshala (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Delhi to Dharamshala (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Delhi to Dharamshala (Himachal Pradesh)
HRTC - 131,Ordinary 3+2 Non AC Seater,14:42,19:10,04h 28m,INR 242,"37 Seats available
13 Window",3.9,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
HRTC - 1708,Ordinary 3+2 Non AC Seater,14:48,20:30,05h 42m,INR 242,"37 Seats available
13 Window",3.9,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
HRTC - 189,Ordinary 3+2 Non AC Seater,15:00,17:45,02h 45m,INR 242,"36 Seats available
13 Window",3.9,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
HRTC - 127,Himsuta AC Seater Volvo/Scania 2+2,15:40,22:00,06h 20m,INR 724,"34 Seats available
16 Window","4.0
6",https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
HRTC - 91,Himsuta AC Seater Volvo/Scania 2+2,22:10,04:40,06h 30m,INR 724,"34 Seats available
16 Window","3.9
8",https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:55,06:00,06h 05m,664,27 Seats available,"4.6
285",https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
HRTC - 568,Ordinary 3+2 Non AC Seater,21:30,06:15,08h 45m,INR 310,"38 Seats available
13 Window","3.6
18",https://www.redbus.in/bus-tickets/delhi-to-baddi-himachal-pradesh,Delhi to Baddi (Himachal Pradesh)
HRTC - 580,Ordinary 3+2 Non AC Seater,22:45,05:00,06h 15m,INR 310,"36 Seats available
12 Window","3.7
30",https://www.redbus.in/bus-tickets/delhi-to-baddi-himachal-pradesh,Delhi to Baddi (Himachal Pradesh)
HRTC - 576,Himsuta AC Seater Volvo/Scania 2+2,23:20,05:30,06h 10m,INR 588,"16 Seats available
5 Window","4.1
199",https://www.redbus.in/bus-tickets/delhi-to-baddi-himachal-pradesh,Delhi to Baddi (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-baddi-himachal-pradesh,Delhi to Baddi (Himachal Pradesh)
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-baddi-himachal-pradesh,Delhi to Baddi (Himachal Pradesh)
HRTC - 911,Ordinary 3+2 Non AC Seater,14:55,23:20,08h 25m,INR 448,"37 Seats available
13 Window",3.9,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
HRTC - 902,Ordinary 3+2 Non AC Seater,16:30,01:25,08h 55m,INR 477,"37 Seats available
13 Window",3.9,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
HRTC - 903,,17:00,01:00,08h 00m,INR 494,27 Seats available,3.9,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
,,,,,,,,https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
HRTC - 531,Ordinary 3+2 Non AC Seater,17:50,07:10,13h 20m,INR 710,"36 Seats available
12 Window","3.2
12",https://www.redbus.in/bus-tickets/delhi-to-dalhousie,Delhi to Dalhousie
HRTC - 84,Himsuta AC Seater Volvo/Scania 2+2,20:15,09:30,13h 15m,INR 1437,"18 Seats available
5 Window","4.3
106",https://www.redbus.in/bus-tickets/delhi-to-dalhousie,Delhi to Dalhousie
HRTC - 1422,Himsuta AC Seater Volvo/Scania 2+2,21:30,11:05,13h 35m,INR 1437,"24 Seats available
9 Window","4.0
50",https://www.redbus.in/bus-tickets/delhi-to-dalhousie,Delhi to Dalhousie
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-dalhousie,Delhi to Dalhousie
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-dalhousie,Delhi to Dalhousie
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-dalhousie,Delhi to Dalhousie
HRTC - 1421,Himsuta AC Seater Volvo/Scania 2+2,14:55,06:45,15h 50m,INR 1447,"32 Seats available
15 Window","3.2
46",https://www.redbus.in/bus-tickets/dalhousie-to-delhi,Dalhousie to Delhi
HRTC - 100,Himsuta AC Seater Volvo/Scania 2+2,19:50,09:00,13h 10m,INR 1437,"21 Seats available
6 Window","4.1
91",https://www.redbus.in/bus-tickets/dalhousie-to-delhi,Dalhousie to Delhi
Travel Point,A/C Seater / Sleeper (2+2),16:00,05:20,13h 20m,1387,"37 Seats available
20 Window","2.8
28",https://www.redbus.in/bus-tickets/dalhousie-to-delhi,Dalhousie to Delhi
HRTC - 104,A/C Executive (2+3),19:31,04:30,08h 59m,INR 519,"44 Seats available
16 Window","3.0
12",https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
HRTC - 74,Himsuta AC Seater Volvo/Scania 2+2,21:10,05:00,07h 50m,INR 721,"34 Seats available
16 Window","4.4
31",https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
HRTC - 3,Himsuta AC Seater Volvo/Scania 2+2,22:30,06:00,07h 30m,INR 721,"33 Seats available
15 Window","4.6
25",https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/solan-to-delhi,Solan to Delhi
HRTC - 562,Ordinary 3+2 Non AC Seater,15:15,04:30,13h 15m,INR 752,"37 Seats available
13 Window",3.7,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
HRTC - 522,Ordinary 3+2 Non AC Seater,16:35,04:15,11h 40m,INR 716,"36 Seats available
12 Window","3.7
4",https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
HRTC - 524,,16:45,07:00,14h 15m,INR 743,,3.7,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
HRTC - 903,Himmani Deluxe 2+2 Non AC Seater,17:00,06:00,13h 00m,INR 779,"27 Seats available
6 Single","3.3
5",https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
HRTC - 903,Himmani Deluxe 2+2 Non AC Seater,18:00,06:00,12h 00m,INR 755,"27 Seats available
6 Single","3.2
26",https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
HRTC - 925,A/C Executive (2+3),18:00,06:30,12h 30m,INR 856,"43 Seats available
15 Window","2.5
18",https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
HRTC - 551,A/C Executive (2+3),15:30,23:55,08h 25m,INR 519,"42 Seats available
15 Window",4.1,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
HRTC - 525,Ordinary 3+2 Non AC Seater,16:50,01:30,08h 40m,INR 409,"27 Seats available
9 Window",4.1,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
HRTC - 532,Ordinary 3+2 Non AC Seater,17:59,02:15,08h 16m,INR 409,25 Seats available,4.1,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
,,,,,,,,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
HRTC - 953,Ordinary 3+2 Non AC Seater,14:30,05:20,14h 50m,INR 758,"33 Seats available
11 Window",3.8,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
HRTC - 1104,Ordinary 3+2 Non AC Seater,15:35,05:30,13h 55m,INR 716,"36 Seats available
12 Window",3.8,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
HRTC - 952,,15:45,05:30,13h 45m,INR 715,,2.8,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
,,,,,,,,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
