Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
UPSRTC - RKD0050,Shatabdi AC Seater 2+2,23:30,05:00,05h 30m,INR 598,"36 Seats available
17 Window","2.8
8",https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),17:00,23:20,06h 20m,INR 649,"26 Seats available
3 Single","3.0
85",https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
New Khaira TPT,AC Sleeper (2+1),23:15,05:00,05h 45m,INR 800,1 Seat available,"3.9
32",https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),19:00,01:10,06h 10m,INR 599,"18 Seats available
1 Single","3.5
41",https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
Jaiswal Tour and Travels,A/C Sleeper (2+1),22:50,04:35,05h 45m,INR 800,"15 Seats available
5 Single",2.4,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Bareilly to Delhi
UPSRTC - MZP0026,Rajdhani Non AC Seater 2+3,14:20,17:50,03h 30m,INR 258,"49 Seats available
19 Window",3.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
UPSRTC - BDV0095,Ordinary Non AC Seater 2+3,14:28,17:48,03h 20m,INR 203,"52 Seats available
20 Window",3.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
UPSRTC - BDV0461,Janrath AC Seater 2+2,14:32,17:32,03h 00m,INR 304,"35 Seats available
17 Window", ,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
UPSRTC - KSN0054,Janrath AC Seater 2+3,14:45,18:19,03h 34m,INR 291,"48 Seats available
19 Window",3.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
UPSRTC - BDV0107,Ordinary Non AC Seater 2+3,15:50,19:10,03h 20m,INR 203,"52 Seats available
20 Window",3.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
UPSRTC - ALI0004,Janrath AC Seater 2+3,16:00,20:00,04h 00m,INR 263,"48 Seats available
19 Window","2.4
13",https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
UPSRTC - HDD0252,Ordinary Non AC Seater 2+3,16:01,20:15,04h 14m,INR 255,"52 Seats available
20 Window",3.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
UPSRTC - HDD0166,Ordinary Non AC Seater 2+3,16:27,18:11,01h 44m,INR 252,"52 Seats available
20 Window",3.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
UPSRTC - BDV0085,Ordinary Non AC Seater 2+3,16:28,19:48,03h 20m,INR 203,"52 Seats available
20 Window",3.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
UPSRTC - ALI0176,Janrath AC Seater 2+2,16:29,19:30,03h 01m,INR 304,"29 Seats available
13 Window",3.3,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),22:00,01:30,03h 30m,INR 670,"51 Seats available
32 Window",2.6,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
Chaturvedi Bus Service,NON AC Seater / Sleeper 2+1,21:00,00:30,03h 30m,INR 670,"45 Seats available
29 Window",2.6,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),19:30,01:30,06h 00m,INR 520,"51 Seats available
32 Window",2.6,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
Chaturvedi Bus Service,A/C Seater / Sleeper (2+1),20:40,02:30,05h 50m,INR 570,"48 Seats available
30 Window",2.6,https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh,Delhi to Aligarh (uttar pradesh)
UPSRTC - BSR0059,Ordinary Non AC Seater 2+3,18:32,02:00,07h 28m,INR 485,"52 Seats available
20 Window",3.3,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
UPSRTC - FKP0027,Janrath AC Seater 2+2,20:00,04:55,08h 55m,INR 710,"34 Seats available
16 Window","3.5
6",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
UPSRTC - SBD0106,Janrath AC Seater 2+2,20:31,05:00,08h 29m,INR 710,"32 Seats available
15 Window","3.0
52",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
UPSRTC - FKP0029,Janrath AC Seater 2+2,21:00,05:55,08h 55m,INR 710,"34 Seats available
17 Window","2.4
10",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
KVS Holidays,Non A/C Seater / Sleeper (2+1),20:30,05:30,09h 00m,INR 2500,"30 Seats available
8 Single","1.0
8",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),20:00,05:15,09h 15m,INR 450,"51 Seats available
32 Window","3.5
12",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Chaturvedi Bus Service,A/C Seater / Sleeper (2+1),19:30,05:00,09h 30m,INR 570,"47 Seats available
29 Window","1.4
9",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Abhay Travels (I.R.T.C),Non A/C Seater / Sleeper (2+1),18:00,06:00,12h 00m,INR 1200,55 Seats available,New,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Yuvraj Travels,NON AC Seater / Sleeper 2+1,18:45,05:00,10h 15m,INR 550,"40 Seats available
5 Single",New,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Yuvraj Travels,NON AC Seater / Sleeper 2+1,19:00,05:00,10h 00m,INR 550,"40 Seats available
5 Single",New,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Yuvraj Travels,NON AC Seater / Sleeper 2+1,18:30,06:00,11h 30m,INR 550,"40 Seats available
5 Single",New,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),16:30,03:30,11h 00m,INR 570,"51 Seats available
32 Window",2.6,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Chaturvedi Bus Service,NON AC Seater / Sleeper 2+1,16:00,02:30,10h 30m,INR 620,"45 Seats available
29 Window",2.6,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Shree Krishna Shtabadi Travels,NON AC Seater / Sleeper 2+1,18:30,05:20,10h 50m,INR 600,"44 Seats available
9 Single",1.4,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
UPSRTC - PYD0022,Volvo AC Seater 2+2,14:30,19:00,04h 30m,INR 658,"37 Seats available
18 Window","3.2
5",https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
UPSRTC - PYD0161,Janrath AC Seater 2+3,14:41,19:11,04h 30m,INR 396,"48 Seats available
19 Window",3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
UPSRTC - PYD0135,Janrath AC Seater 2+3,14:51,19:21,04h 30m,INR 396,"48 Seats available
19 Window",3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
UPSRTC - PYD0153,Janrath AC Seater 2+3,15:31,20:01,04h 30m,INR 396,"48 Seats available
19 Window",3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
UPSRTC - PYD0012,Shatabdi AC Seater 2+2,15:50,20:20,04h 30m,INR 458,"36 Seats available
17 Window","4.3
4",https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
UPSRTC - CBG0030,Janrath AC Seater 2+2,16:15,21:45,05h 30m,INR 458,"36 Seats available
18 Window",3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
UPSRTC - MZP0003,Rajdhani Non AC Seater 2+3,16:20,22:00,05h 40m,INR 314,"51 Seats available
19 Window",3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
UPSRTC - LDR0025,Rajdhani Non AC Seater 2+3,16:30,22:45,06h 15m,INR 320,"51 Seats available
19 Window",3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
UPSRTC - PYD0137,Janrath AC Seater 2+3,16:31,21:01,04h 30m,INR 396,"48 Seats available
19 Window",3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
UPSRTC - PYD0139,Janrath AC Seater 2+3,17:00,21:30,04h 30m,INR 396,"48 Seats available
19 Window",3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:15,03:45,04h 30m,INR 449,"21 Seats available
4 Single","3.1
34",https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
Jai Shree Ram Bus Service,AC Sleeper (2+1),16:00,20:45,04h 45m,INR 950,25 Seats available,"2.7
5",https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
Goyal Travels,A/C Seater / Sleeper (2+1),23:49,03:55,04h 06m,INR 450,"27 Seats available
5 Single","1.8
35",https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Allahabad
UPSRTC - CNT0059,Rajdhani Non AC Seater 2+3,14:29,20:45,06h 16m,INR 475,"51 Seats available
19 Window",3.3,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
UPSRTC - ALM0147,Volvo AC Seater 2+2,15:07,21:07,06h 00m,INR 996,"38 Seats available
18 Window","5.0
7",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
UPSRTC - STD0022,Janrath AC Seater 2+2,17:00,01:20,08h 20m,INR 690,"36 Seats available
18 Window",3.3,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
UPSRTC - CNT0037,Ordinary Non AC Seater 2+3,18:30,01:30,07h 00m,INR 475,"51 Seats available
22 Window",3.3,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
UPSRTC - CHL0019,Ordinary Non AC Seater 2+3,19:00,01:45,06h 45m,INR 475,"52 Seats available
20 Window",3.3,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
UPSRTC - CNT0039,Ordinary Non AC Seater 2+3,19:30,02:30,07h 00m,INR 475,"51 Seats available
22 Window",3.3,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
UPSRTC - CBG0042,Shatabdi AC Seater 2+2,20:00,02:30,06h 30m,INR 690,"37 Seats available
18 Window",3.3,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
UPSRTC - CNT0043,Ordinary Non AC Seater 2+3,20:00,03:00,07h 00m,INR 475,"51 Seats available
22 Window",3.3,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
UPSRTC - JNP0013,Ordinary Non AC Seater 2+3,20:20,03:00,06h 40m,INR 475,"52 Seats available
20 Window",3.3,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
UPSRTC - CNT0041,Ordinary Non AC Seater 2+3,20:30,03:30,07h 00m,INR 475,"51 Seats available
22 Window",3.3,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
PTC-SKYBUS,A/C Seater/Sleeper (2+1),22:30,05:30,07h 00m,INR 499,"25 Seats available
1 Single","4.9
43",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:15,05:45,06h 30m,INR 449,"18 Seats available
3 Single","3.7
414",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
Yolo Bus,A/C Sleeper (2+1),22:19,05:43,07h 24m,INR 649,"12 Seats available
6 Single","3.9
276",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
Raj Kalpana Travels Pvt.Ltd,A/C Sleeper (2+1),23:55,05:00,05h 05m,INR 767,"20 Seats available
5 Single","3.8
62",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
Goyal Travels,A/C Seater / Sleeper (2+1),23:49,06:20,06h 31m,INR 450,"27 Seats available
5 Single","2.0
150",https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
UPSRTC - ALM0016,Volvo AC Seater 2+2,14:30,19:00,04h 30m,INR 658,"39 Seats available
19 Window","4.1
5",https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - AWD0002,Pink Express AC Seater 2+2,14:50,19:50,05h 00m,INR 458,"41 Seats available
20 Window",3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - CBG0035,Pink Express AC Seater 2+2,15:10,19:50,04h 40m,INR 458,"41 Seats available
20 Window",3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - AWD0006,Janrath AC Seater 2+2,15:30,20:00,04h 30m,INR 458,"36 Seats available
18 Window",3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - ALM0008,Volvo AC Seater 2+2,16:00,20:30,04h 30m,INR 658,"39 Seats available
19 Window","4.1
13",https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - AWD0193,Janrath AC Seater 2+2,16:11,21:10,04h 59m,INR 458,"36 Seats available
18 Window",3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - VND0059,Rajdhani Non AC Seater 2+3,16:45,21:45,05h 00m,INR 310,"51 Seats available
19 Window",3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - ALM0125,Shatabdi AC Seater 2+2,16:50,22:30,05h 40m,INR 458,"37 Seats available
18 Window",3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - AWD0028,Janrath AC Seater 2+2,17:15,22:15,05h 00m,INR 458,"36 Seats available
18 Window",3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - AWD0034,Janrath AC Seater 2+2,17:35,22:35,05h 00m,INR 458,"36 Seats available
18 Window",3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - AWD0008,Janrath AC Seater 2+2,18:00,22:30,04h 30m,INR 458,"36 Seats available
18 Window",3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - PYD0023,Volvo AC Seater 2+2,18:30,23:00,04h 30m,INR 658,"39 Seats available
19 Window",3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - PYD0158,Janrath AC Seater 2+3,19:01,23:31,04h 30m,INR 396,"46 Seats available
18 Window",3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - PYD0025,Volvo AC Seater 2+2,19:30,23:59,04h 29m,INR 658,"39 Seats available
19 Window",3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - PYD0027,Volvo AC Seater 2+2,20:30,01:00,04h 30m,INR 658,"39 Seats available
19 Window",3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
Sethi Yatra Company,A/C Seater / Sleeper (2+1),18:30,23:50,05h 20m,509,"24 Seats available
5 Single",3.0,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),19:30,23:45,04h 15m,INR 499,"15 Seats available
9 Window","3.7
18",https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
Goyal Travels,A/C Seater / Sleeper (2+1),18:35,23:25,04h 50m,INR 799,"34 Seats available
6 Single","2.6
5",https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Allahabad to Lucknow
UPSRTC - STD0054,Ordinary Non AC Seater 2+3,16:00,22:34,06h 34m,INR 501,"52 Seats available
20 Window","3.7
5",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
UPSRTC - HDD0252,Ordinary Non AC Seater 2+3,16:01,00:35,08h 34m,INR 512,"52 Seats available
20 Window", ,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
UPSRTC - HDD0254,Ordinary Non AC Seater 2+3,17:01,01:10,08h 09m,INR 512,"52 Seats available
20 Window", ,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
UPSRTC - HDD0074,Ordinary Non AC Seater 2+3,17:05,21:36,04h 31m,INR 512,"52 Seats available
20 Window",3.3,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
UPSRTC - HDD0255,Ordinary Non AC Seater 2+3,17:58,22:20,04h 22m,INR 512,"52 Seats available
20 Window",3.3,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
UPSRTC - HDD0079,Ordinary Non AC Seater 2+3,18:05,23:30,05h 25m,INR 512,"52 Seats available
20 Window",3.3,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
UPSRTC - HDD0171,Ordinary Non AC Seater 2+3,18:06,01:50,07h 44m,INR 512,"52 Seats available
20 Window", ,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
UPSRTC - HDD0035,Ordinary Non AC Seater 2+3,18:32,02:35,08h 03m,INR 512,"52 Seats available
20 Window",3.3,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
UPSRTC - HDD0111,Ordinary Non AC Seater 2+3,19:03,05:05,10h 02m,INR 512,"52 Seats available
20 Window",3.3,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
UPSRTC - HDD0174,Ordinary Non AC Seater 2+3,19:06,03:00,07h 54m,INR 512,"52 Seats available
20 Window", ,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
UPSRTC - HDD0131,Ordinary Non AC Seater 2+3,20:07,01:15,05h 08m,INR 512,"52 Seats available
20 Window",3.3,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
UPSRTC - HDD0173,Ordinary Non AC Seater 2+3,20:16,02:40,06h 24m,INR 482,"52 Seats available
20 Window",3.3,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
UPSRTC - SBD0107,Janrath AC Seater 2+2,20:31,05:00,08h 29m,INR 710,"28 Seats available
12 Window","3.4
29",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
UPSRTC - KSB0072,Janrath AC Seater 2+3,22:02,06:02,08h 00m,INR 612,"42 Seats available
15 Window","3.5
41",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
KVS Holidays,Non A/C Seater / Sleeper (2+1),21:30,06:30,09h 00m,INR 655,"31 Seats available
6 Single","1.1
16",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),19:30,06:30,11h 00m,INR 520,"51 Seats available
32 Window","2.0
10",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
Shree Krishna Shtabadi Travels,NON AC Seater / Sleeper 2+1,21:00,06:00,09h 00m,INR 600,"44 Seats available
9 Single","1.4
21",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
Yuvraj Travels,NON AC Seater / Sleeper 2+1,22:00,06:00,08h 00m,INR 550,"40 Seats available
5 Single",New,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
Yuvraj Travels,NON AC Seater / Sleeper 2+1,21:30,06:00,08h 30m,INR 550,"40 Seats available
5 Single",New,https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
UPSRTC - CBG0012,Janrath AC Seater 2+2,14:30,20:30,06h 00m,INR 760,"36 Seats available
18 Window","4.8
5",https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
UPSRTC - MTH0002,Ordinary Non AC Seater 2+3,14:30,21:00,06h 30m,INR 527,"52 Seats available
20 Window",3.3,https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
UPSRTC - CBG0006,Janrath AC Seater 2+2,15:30,21:32,06h 02m,INR 760,"36 Seats available
18 Window","4.1
5",https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
UPSRTC - TAJ0009,Pink Express AC Seater 2+2,16:30,22:04,05h 34m,INR 760,"41 Seats available
20 Window","3.9
20",https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
UPSRTC - AWD0081,Pink Express AC Seater 2+2,18:00,23:59,05h 59m,INR 760,"41 Seats available
20 Window","1.9
14",https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
RSRTC - 192993,A/C Seater / Sleeper (2+1),23:30,04:20,04h 50m,INR 891,"33 Seats available
10 Single","2.8
4",https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
Raj Kalpana Travels Pvt.ltd.,VE A/C Seater (2+2),14:30,19:00,04h 30m,INR 599,"12 Seats available
3 Window","4.3
219",https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
Anshi Rajshree Travels,Bharat Benz A/C Sleeper (2+1),01:00,06:50,05h 50m,INR 899,"21 Seats available
1 Single","4.8
15",https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:55,05:00,05h 05m,570,"22 Seats available
2 Single","3.9
35",https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:55,04:35,04h 40m,INR 1103,4 Seats available,"4.8
14",https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
UPSRTC - JHD0017,Janrath AC Seater 2+3,14:29,20:30,06h 01m,INR 477,"45 Seats available
18 Window","3.4
25",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
UPSRTC - LDR0020,Janrath AC Seater 2+2,16:00,21:15,05h 15m,INR 549,"36 Seats available
18 Window","2.5
6",https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
